added_predicates,comparison_basis,dataset,file,idx,num_added_triples,num_matched_predicates,num_matched_source_triples,num_omitted_triples,num_predicted_predicates,num_source_triples,omitted_predicates,omitted_triples,position,pred,source_input,task,triple_set_id
author,webnlg17_input,fictional,results/ordering/fictional_ordering.json,1447,1,1,1,1,2,2,writer,Dominion_of_the_Snake writer Tuxin_Fohean,1447,starring author,[TRIPLE] Dominion_of_the_Snake  starring  Assova_Amevis [/TRIPLE] [TRIPLE] Dominion_of_the_Snake  writer  Tuxin_Fohean [/TRIPLE],ordering,1447
,webnlg17_input,fictional,results/ordering/fictional_ordering.json,1450,0,5,5,1,5,6,location,Actiles location Yuranet,1450,city established campus wasGivenTheTechnicalCampusStatusBy director,[TRIPLE] Valemark_Institute  campus  Gavor [/TRIPLE] [TRIPLE] Actiles  location  Yuranet [/TRIPLE] [TRIPLE] Valemark_Institute  director  Krille [/TRIPLE] [TRIPLE] Valemark_Institute  city  Remist_Legal_Alliance_Cluster [/TRIPLE] [TRIPLE] Valemark_Institute  established  24320 [/TRIPLE] [TRIPLE] Valemark_Institute  wasGivenTheTechnicalCampusStatusBy  Actiles [/TRIPLE],ordering,1450
costuming,webnlg17_input,fictional,results/ordering/fictional_ordering.json,1451,1,5,5,1,6,6,cinematography,Vurbmelle cinematography Norka_Elore,1451,starring starring director costuming runtime gross,[TRIPLE] Vurbmelle  starring  Henes_Kimel [/TRIPLE] [TRIPLE] Vurbmelle  cinematography  Norka_Elore [/TRIPLE] [TRIPLE] Vurbmelle  runtime  1254.01 [/TRIPLE] [TRIPLE] Vurbmelle  gross  5934.12 [/TRIPLE] [TRIPLE] Vurbmelle  director  Soner_Onnawe [/TRIPLE] [TRIPLE] Vurbmelle  starring  Arabon_Sanle [/TRIPLE],ordering,1451
,webnlg17_input,fictional,results/ordering/fictional_ordering.json,1454,0,4,4,1,4,5,literaryGenre,"""Blood_Tide_in_the_Isle_of_Sorrows"" literaryGenre Whilut",1454,author precededBy literaryGenre followedBy,"[TRIPLE] The_Straits_of_Nowhere  followedBy  ""The_Prayer_of_the_Wild_Cat"" [/TRIPLE] [TRIPLE] ""Blood_Tide_in_the_Isle_of_Sorrows""  literaryGenre  Whilut [/TRIPLE] [TRIPLE] ""Blood_Tide_in_the_Isle_of_Sorrows""  literaryGenre  Whilut [/TRIPLE] [TRIPLE] The_Straits_of_Nowhere  author  Koson_Marqo [/TRIPLE] [TRIPLE] The_Straits_of_Nowhere  precededBy  ""Blood_Tide_in_the_Isle_of_Sorrows"" [/TRIPLE]",ordering,1454
genre | time,webnlg17_input,fictional,results/ordering/fictional_ordering.json,1455,2,2,2,4,4,6,producer | runtime | artist | type,Dead_Air producer Aderon_Feenon || Dead_Air runtime 4954.29 || Dead_Air artist Aderon_Feenon || Dead_Air type Jazzalicious_Disc,1455,genre precededBy followedBy time,[TRIPLE] Dead_Air  producer  Aderon_Feenon [/TRIPLE] [TRIPLE] Dead_Air  runtime  4954.29 [/TRIPLE] [TRIPLE] Dead_Air  artist  Aderon_Feenon [/TRIPLE] [TRIPLE] Dead_Air  type  Jazzalicious_Disc [/TRIPLE] [TRIPLE] Dead_Air  precededBy  Womdrice [/TRIPLE] [TRIPLE] Dead_Air  followedBy  Flisdle [/TRIPLE],ordering,1455
occupation,webnlg17_input,fictional,results/ordering/fictional_ordering.json,1465,1,4,4,1,5,5,professionalField,Assova_Amevis professionalField Appelsociology,1465,birthName almaMater occupation deathPlace deathDate,[TRIPLE] Assova_Amevis  deathPlace  Paydenzia [/TRIPLE] [TRIPLE] Assova_Amevis  birthName  Coicus_Wilon [/TRIPLE] [TRIPLE] Assova_Amevis  almaMater  Karceon_Medical_School [/TRIPLE] [TRIPLE] Assova_Amevis  deathDate  June_25_1823 [/TRIPLE] [TRIPLE] Assova_Amevis  professionalField  Appelsociology [/TRIPLE],ordering,1465
production | editor,webnlg17_input,fictional,results/ordering/fictional_ordering.json,1471,2,1,1,2,3,3,editing | producer,Price_of_Freedom editing Celt_Saffron || Price_of_Freedom producer Elignoth_Schade,1471,production editor cinematography,[TRIPLE] Price_of_Freedom  editing  Celt_Saffron [/TRIPLE] [TRIPLE] Price_of_Freedom  producer  Elignoth_Schade [/TRIPLE] [TRIPLE] Price_of_Freedom  cinematography  Comad_Wimble [/TRIPLE],ordering,1471
time,webnlg17_input,fictional,results/ordering/fictional_ordering.json,1502,1,3,3,1,4,4,runtime,Aquaphine runtime 3421.19,1502,recordLabel recordLabel time musicalBand,[TRIPLE] Aquaphine  musicalBand  Weddix [/TRIPLE] [TRIPLE] Aquaphine  recordLabel  Glistening_Brass [/TRIPLE] [TRIPLE] Aquaphine  runtime  3421.19 [/TRIPLE] [TRIPLE] Aquaphine  recordLabel  Radiance_Music [/TRIPLE],ordering,1502
,webnlg17_input,fictional,results/ordering/fictional_ordering.json,1503,0,5,5,2,5,7,staff | numberOfStudents,Le_Vieux-Marche_University staff 1743.67 || Le_Vieux-Marche_University numberOfStudents 5892.34,1503,campus country numberOfPostgraduateStudents numberOfUndergraduateStudents numberOfDoctoralStudents,[TRIPLE] Le_Vieux-Marche_University  numberOfUndergraduateStudents  1764.47 [/TRIPLE] [TRIPLE] Le_Vieux-Marche_University  staff  1743.67 [/TRIPLE] [TRIPLE] Le_Vieux-Marche_University  numberOfStudents  5892.34 [/TRIPLE] [TRIPLE] Le_Vieux-Marche_University  numberOfDoctoralStudents  3567 [/TRIPLE] [TRIPLE] Le_Vieux-Marche_University  campus  Tessaunt [/TRIPLE] [TRIPLE] Le_Vieux-Marche_University  numberOfPostgraduateStudents  851.74 [/TRIPLE] [TRIPLE] Le_Vieux-Marche_University  country  Nezaril [/TRIPLE],ordering,1503
,webnlg17_input,fictional,results/ordering/fictional_ordering.json,1516,0,2,2,1,2,3,training,Candiba_Sadol training Cavium,1516,nationality birthDate,[TRIPLE] Candiba_Sadol  birthDate  May_13_1996 [/TRIPLE] [TRIPLE] Candiba_Sadol  nationality  Dyolila [/TRIPLE] [TRIPLE] Candiba_Sadol  training  Cavium [/TRIPLE],ordering,1516
profession,webnlg17_input,fictional,results/ordering/fictional_ordering.json,1519,1,2,2,1,3,3,professionalField,Farmer_Mesten professionalField Rengrid's_Postulate_of_Forethought,1519,birthDate doctoralAdvisor profession,"[TRIPLE] Farmer_Mesten  professionalField  Rengrid's_Postulate_of_Forethought [/TRIPLE] [TRIPLE] Farmer_Mesten  doctoralAdvisor  ""Genetic_Propagation_of_Stress_within_Intrafamily_Structures"" [/TRIPLE] [TRIPLE] Farmer_Mesten  birthDate  June_8_1799 [/TRIPLE]",ordering,1519
genre | production | time,webnlg17_input,fictional,results/ordering/fictional_ordering.json,1520,3,0,0,3,3,3,producer | runtime | type,Blinker_lights producer Jeccig_Viidon || Blinker_lights runtime 3054.56 || Blinker_lights type Relaxin_Sonic_Meditation,1520,genre production time,[TRIPLE] Blinker_lights  producer  Jeccig_Viidon [/TRIPLE] [TRIPLE] Blinker_lights  runtime  3054.56 [/TRIPLE] [TRIPLE] Blinker_lights  type  Relaxin_Sonic_Meditation [/TRIPLE],ordering,1520
,webnlg17_input,fictional,results/ordering/fictional_ordering.json,1524,0,6,6,1,6,7,ingredient,Banana_Bursts_of_Brilliance ingredient Terayence,1524,course region country leader demonym currency,[TRIPLE] Hethaine  currency  Grozka [/TRIPLE] [TRIPLE] Hethaine  demonym  Kalians [/TRIPLE] [TRIPLE] Banana_Bursts_of_Brilliance  course  Rizahip [/TRIPLE] [TRIPLE] Banana_Bursts_of_Brilliance  region  Tocotex [/TRIPLE] [TRIPLE] Hethaine  leader  Anix_Tisge [/TRIPLE] [TRIPLE] Banana_Bursts_of_Brilliance  ingredient  Terayence [/TRIPLE] [TRIPLE] Banana_Bursts_of_Brilliance  country  Hethaine [/TRIPLE],ordering,1524
ICAOLocationIdentifier,webnlg17_input,fictional,results/ordering/fictional_ordering.json,1526,1,4,4,1,5,5,icaoLocationIdentifier,Sarkenby_International icaoLocationIdentifier Ascimar_Base,1526,operatingOrganisation elevationAboveTheSeaLevel ICAOLocationIdentifier runwayName runwaySurfaceType,[TRIPLE] Sarkenby_International  operatingOrganisation  Grineon_Consultancy [/TRIPLE] [TRIPLE] Sarkenby_International  icaoLocationIdentifier  Ascimar_Base [/TRIPLE] [TRIPLE] Sarkenby_International  elevationAboveTheSeaLevel  900.43 [/TRIPLE] [TRIPLE] Sarkenby_International  runwayName  Jijor [/TRIPLE] [TRIPLE] Sarkenby_International  runwaySurfaceType  Igrilumin [/TRIPLE],ordering,1526
,webnlg17_input,fictional,results/ordering/fictional_ordering.json,1532,0,2,2,1,2,3,industry,KinsMixin_Orsh industry Skiviqer,1532,operatingIncome revenue,[TRIPLE] KinsMixin_Orsh  operatingIncome  4164.50 [/TRIPLE] [TRIPLE] KinsMixin_Orsh  industry  Skiviqer [/TRIPLE] [TRIPLE] KinsMixin_Orsh  revenue  1025.82 [/TRIPLE],ordering,1532
editor,webnlg17_input,fictional,results/ordering/fictional_ordering.json,1537,1,4,4,1,5,5,editing,Drift_in_the_Dark editing Tevken,1537,distributor distributor language editor runtime,[TRIPLE] Drift_in_the_Dark  editing  Tevken [/TRIPLE] [TRIPLE] Drift_in_the_Dark  language  Jelorin [/TRIPLE] [TRIPLE] Drift_in_the_Dark  runtime  541.09 [/TRIPLE] [TRIPLE] Drift_in_the_Dark  distributor  Charmed_Productions [/TRIPLE] [TRIPLE] Drift_in_the_Dark  distributor  Straxplorer_Media_Corporation [/TRIPLE],ordering,1537
,webnlg17_input,fictional,results/ordering/fictional_ordering.json,1540,0,3,3,1,3,4,mission,Sessas_Neilo mission Frost_Angel,1540,birthPlace birthDate mission,[TRIPLE] Sessas_Neilo  mission  Shenzhou_Labyrinth [/TRIPLE] [TRIPLE] Sessas_Neilo  mission  Frost_Angel [/TRIPLE] [TRIPLE] Sessas_Neilo  birthDate  February_11_1788 [/TRIPLE] [TRIPLE] Sessas_Neilo  birthPlace  Dohuneai_County [/TRIPLE],ordering,1540
profession | birthDate,webnlg17_input,fictional,results/ordering/fictional_ordering.json,1542,2,4,4,2,6,6,citizenship | professionalField,Majeron_Vlare citizenship Yomhanth || Majeron_Vlare professionalField Qufusmetization,1542,birthDate almaMater influencedBy profession knownFor birthDate,[TRIPLE] Majeron_Vlare  influencedBy  Eustathios_Stathen [/TRIPLE] [TRIPLE] Majeron_Vlare  citizenship  Yomhanth [/TRIPLE] [TRIPLE] Majeron_Vlare  birthDate  April_5_2001 [/TRIPLE] [TRIPLE] Majeron_Vlare  professionalField  Qufusmetization [/TRIPLE] [TRIPLE] Majeron_Vlare  knownFor  Sagital_Focusing [/TRIPLE] [TRIPLE] Majeron_Vlare  almaMater  Kemberal_University [/TRIPLE],ordering,1542
academicDiscipline | notableFor | academicField,webnlg17_input,fictional,results/ordering/fictional_ordering.json,1544,3,3,3,3,6,6,professionalField | knownFor | knownFor,Phillida_Tesey professionalField Rengrid's_Postulate_of_Forethought || Phillida_Tesey knownFor Karroialog || Phillida_Tesey knownFor Galean_Theorem,1544,birthPlace birthDate doctoralAdvisor academicDiscipline notableFor academicField,"[TRIPLE] Phillida_Tesey  professionalField  Rengrid's_Postulate_of_Forethought [/TRIPLE] [TRIPLE] Phillida_Tesey  knownFor  Karroialog [/TRIPLE] [TRIPLE] Phillida_Tesey  knownFor  Galean_Theorem [/TRIPLE] [TRIPLE] Phillida_Tesey  doctoralAdvisor  ""An_Anthropological_Inquiry_Into_the_Origin_of_Religion"" [/TRIPLE] [TRIPLE] Phillida_Tesey  birthPlace  fatsen [/TRIPLE] [TRIPLE] Phillida_Tesey  birthDate  August_22_2008 [/TRIPLE]",ordering,1544
ICAOLocationIdentifier,webnlg17_input,fictional,results/ordering/fictional_ordering.json,1549,1,2,2,1,3,3,icaoLocationIdentifier,Quadroy_Airlane icaoLocationIdentifier Naveedout_Strip,1549,postalCode location ICAOLocationIdentifier,[TRIPLE] Quadroy_Airlane  location  Wyckhill [/TRIPLE] [TRIPLE] Quadroy_Airlane  icaoLocationIdentifier  Naveedout_Strip [/TRIPLE] [TRIPLE] Wyckhill  postalCode  Supaulgrit-T76 [/TRIPLE],ordering,1549
,webnlg17_input,fictional,results/ordering/fictional_ordering.json,1553,0,3,3,1,3,4,producer,Winter_Palace producer Coltion_Gowvan,1553,broadcastedBy editor director,[TRIPLE] Winter_Palace  director  Coltion_Gowvan [/TRIPLE] [TRIPLE] Winter_Palace  producer  Coltion_Gowvan [/TRIPLE] [TRIPLE] Winter_Palace  broadcastedBy  Scribble_Pictures [/TRIPLE] [TRIPLE] Winter_Palace  editor  Wanaonta_Ismon [/TRIPLE],ordering,1553
,webnlg17_input,fictional,results/ordering/fictional_ordering.json,1555,0,4,4,2,4,6,producer | artist,Vitelle producer Getspryzed || Vitelle artist Getspryzed,1555,genre followedBy recordLabel releaseDate,[TRIPLE] Vitelle  releaseDate  February_11_1921 [/TRIPLE] [TRIPLE] Vitelle  followedBy  Quitorry [/TRIPLE] [TRIPLE] Vitelle  genre  Nopyniate [/TRIPLE] [TRIPLE] Vitelle  producer  Getspryzed [/TRIPLE] [TRIPLE] Vitelle  artist  Getspryzed [/TRIPLE] [TRIPLE] Vitelle  recordLabel  Flowing_Acoustics [/TRIPLE],ordering,1555
production | time,webnlg17_input,fictional,results/ordering/fictional_ordering.json,1558,2,3,3,2,5,5,producer | runtime,Northern_Solstice producer Shanteer_Trilan || Northern_Solstice runtime 3588.62,1558,broadcastedBy editor director production time,[TRIPLE] Northern_Solstice  director  Shanteer_Trilan [/TRIPLE] [TRIPLE] Northern_Solstice  producer  Shanteer_Trilan [/TRIPLE] [TRIPLE] Northern_Solstice  broadcastedBy  Aurora_Films [/TRIPLE] [TRIPLE] Northern_Solstice  editor  Blither_Xesto [/TRIPLE] [TRIPLE] Northern_Solstice  runtime  3588.62 [/TRIPLE],ordering,1558
,webnlg17_input,fictional,results/ordering/fictional_ordering.json,1559,0,3,3,2,3,5,training | professionalField,Kleio_Awine training Urbosa || Kleio_Awine professionalField Preceptor_Inventor,1559,nationality birthDate deathDate,[TRIPLE] Kleio_Awine  deathDate  October_12_2001 [/TRIPLE] [TRIPLE] Kleio_Awine  nationality  Vythrin [/TRIPLE] [TRIPLE] Kleio_Awine  training  Urbosa [/TRIPLE] [TRIPLE] Kleio_Awine  birthDate  June_30_1970 [/TRIPLE] [TRIPLE] Kleio_Awine  professionalField  Preceptor_Inventor [/TRIPLE],ordering,1559
,webnlg17_input,fictional,results/ordering/fictional_ordering.json,1562,0,4,4,1,4,5,citizenship,Daron_Bidor citizenship Avilarn,1562,birthDate birthPlace nationality residence,[TRIPLE] Daron_Bidor  birthDate  December_25_1499 [/TRIPLE] [TRIPLE] Daron_Bidor  residence  Rurplin [/TRIPLE] [TRIPLE] Daron_Bidor  citizenship  Avilarn [/TRIPLE] [TRIPLE] Daron_Bidor  birthPlace  Avilarn [/TRIPLE] [TRIPLE] Daron_Bidor  nationality  Jedonites [/TRIPLE],ordering,1562
author,webnlg17_input,fictional,results/ordering/fictional_ordering.json,1565,1,1,1,1,2,2,writer,Aquaphine writer Rechart_Skyel,1565,recordLabel author,[TRIPLE] Aquaphine  recordLabel  Mellow_Music [/TRIPLE] [TRIPLE] Aquaphine  writer  Rechart_Skyel [/TRIPLE],ordering,1565
,webnlg17_input,fictional,results/ordering/fictional_ordering.json,1572,0,2,2,1,2,3,producer,Guilharme producer Spazzopants,1572,genre followedBy,[TRIPLE] Guilharme  followedBy  Dokbirly [/TRIPLE] [TRIPLE] Guilharme  genre  Skosoar [/TRIPLE] [TRIPLE] Guilharme  producer  Spazzopants [/TRIPLE],ordering,1572
,webnlg17_input,fictional,results/ordering/fictional_ordering.json,1582,0,3,3,1,3,4,professionalField,Voqril_Ervel professionalField Solidarapox,1582,birthPlace spouse deathDate,[TRIPLE] Voqril_Ervel  deathDate  July_30_1915 [/TRIPLE] [TRIPLE] Voqril_Ervel  birthPlace  Dojoli [/TRIPLE] [TRIPLE] Voqril_Ervel  spouse  Brevin_Jakule [/TRIPLE] [TRIPLE] Voqril_Ervel  professionalField  Solidarapox [/TRIPLE],ordering,1582
recordIn | recordIn,webnlg17_input,fictional,results/ordering/fictional_ordering.json,1583,2,2,2,2,4,4,recordedIn | recordedIn,Liozooto recordedIn Tyndoria || Liozooto recordedIn Fustetra,1583,precededBy recordIn recordIn runtime,[TRIPLE] Liozooto  runtime  553.15 [/TRIPLE] [TRIPLE] Liozooto  recordedIn  Tyndoria [/TRIPLE] [TRIPLE] Liozooto  recordedIn  Fustetra [/TRIPLE] [TRIPLE] Liozooto  precededBy  Evolulution [/TRIPLE],ordering,1583
,webnlg17_input,fictional,results/ordering/fictional_ordering.json,1605,0,4,4,1,4,5,staff,Symphonie_University staff 2345.58,1605,city numberOfUndergraduateStudents numberOfStudents numberOfDoctoralStudents,[TRIPLE] Symphonie_University  numberOfUndergraduateStudents  2114.27 [/TRIPLE] [TRIPLE] Symphonie_University  staff  2345.58 [/TRIPLE] [TRIPLE] Symphonie_University  numberOfStudents  5348.31 [/TRIPLE] [TRIPLE] Symphonie_University  numberOfDoctoralStudents  2218 [/TRIPLE] [TRIPLE] Symphonie_University  city  Mononpart [/TRIPLE],ordering,1605
genre | author | creator,webnlg17_input,fictional,results/ordering/fictional_ordering.json,1610,3,1,1,4,4,5,writer | writer | producer | format,Hydrilla writer Mapomos || Hydrilla writer ArrowVista || Hydrilla producer Anasyshe || Hydrilla format Quandrain,1610,genre album author creator,[TRIPLE] Hydrilla  writer  Mapomos [/TRIPLE] [TRIPLE] Hydrilla  writer  ArrowVista [/TRIPLE] [TRIPLE] Hydrilla  producer  Anasyshe [/TRIPLE] [TRIPLE] Hydrilla  album  Vovvinto [/TRIPLE] [TRIPLE] Hydrilla  format  Quandrain [/TRIPLE],ordering,1610
,webnlg17_input,fictional,results/ordering/fictional_ordering.json,1612,0,3,3,1,3,4,citizenship,Baba_Anate citizenship Grak`lze,1612,birthDate birthPlace nationality,[TRIPLE] Baba_Anate  birthDate  March_4_2033 [/TRIPLE] [TRIPLE] Baba_Anate  citizenship  Grak`lze [/TRIPLE] [TRIPLE] Baba_Anate  birthPlace  Grak`lze [/TRIPLE] [TRIPLE] Baba_Anate  nationality  Mintilons [/TRIPLE],ordering,1612
,webnlg17_input,fictional,results/ordering/fictional_ordering.json,1621,0,4,4,2,4,6,producer | artist,Quinnye producer Primo_Pulse || Quinnye artist Primo_Pulse,1621,followedBy genre genre releaseDate,[TRIPLE] Quinnye  releaseDate  August_15_1978 [/TRIPLE] [TRIPLE] Quinnye  followedBy  Niswogal [/TRIPLE] [TRIPLE] Quinnye  genre  Noodlewave [/TRIPLE] [TRIPLE] Quinnye  producer  Primo_Pulse [/TRIPLE] [TRIPLE] Quinnye  artist  Primo_Pulse [/TRIPLE] [TRIPLE] Quinnye  genre  Clankrift [/TRIPLE],ordering,1621
IMDbId,webnlg17_input,fictional,results/ordering/fictional_ordering.json,1626,1,2,2,1,3,3,imdbId,The_Quest_of_Tomorrow imdbId 1144.43,1626,starring director IMDbId,[TRIPLE] The_Quest_of_Tomorrow  imdbId  1144.43 [/TRIPLE] [TRIPLE] The_Quest_of_Tomorrow  director  Malonor_Vosse [/TRIPLE] [TRIPLE] The_Quest_of_Tomorrow  starring  Euler_Toven [/TRIPLE],ordering,1626
creator,webnlg17_input,fictional,results/ordering/fictional_ordering.json,1629,1,0,0,2,1,2,artist | producer,NuChronic artist Moirux_Heylin || NuChronic producer Moirux_Heylin,1629,creator,[TRIPLE] NuChronic  artist  Moirux_Heylin [/TRIPLE] [TRIPLE] NuChronic  producer  Moirux_Heylin [/TRIPLE],ordering,1629
recordDate,webnlg17_input,fictional,results/ordering/fictional_ordering.json,1638,1,1,1,3,2,4,releaseDate | producer | artist,Jerelize releaseDate October_29_1945 || Jerelize producer Dreamlines || Jerelize artist Dreamlines,1638,recordLabel recordDate,[TRIPLE] Jerelize  releaseDate  October_29_1945 [/TRIPLE] [TRIPLE] Jerelize  producer  Dreamlines [/TRIPLE] [TRIPLE] Jerelize  artist  Dreamlines [/TRIPLE] [TRIPLE] Jerelize  recordLabel  Phantom_Instruments [/TRIPLE],ordering,1638
,webnlg17_input,fictional,results/ordering/fictional_ordering.json,1639,0,3,3,1,3,4,birthPlace,Lohant_Taelyn birthPlace Jelfur,1639,birthPlace birthDate deathDate,[TRIPLE] Lohant_Taelyn  birthPlace  Kintonburst_F.C. [/TRIPLE] [TRIPLE] Lohant_Taelyn  birthDate  July_24_1997 [/TRIPLE] [TRIPLE] Lohant_Taelyn  deathDate  March_26_1968 [/TRIPLE] [TRIPLE] Lohant_Taelyn  birthPlace  Jelfur [/TRIPLE],ordering,1639
author | IdbId,webnlg17_input,fictional,results/ordering/fictional_ordering.json,1641,2,2,2,2,4,4,imdbId | writer,Warning_from_the_Sky imdbId 851.74 || Warning_from_the_Sky writer Sessas_Neilo,1641,director director author IdbId,[TRIPLE] Warning_from_the_Sky  imdbId  851.74 [/TRIPLE] [TRIPLE] Warning_from_the_Sky  director  Erjano_Metcan [/TRIPLE] [TRIPLE] Warning_from_the_Sky  director  Sessas_Neilo [/TRIPLE] [TRIPLE] Warning_from_the_Sky  writer  Sessas_Neilo [/TRIPLE],ordering,1641
author,webnlg17_input,fictional,results/ordering/fictional_ordering.json,1645,1,2,2,1,3,3,writer,Poseidonea writer Aloro_Zon,1645,followedBy author producer,[TRIPLE] Poseidonea  followedBy  ZoomTheatre_Pictures [/TRIPLE] [TRIPLE] Poseidonea  producer  Obflexan [/TRIPLE] [TRIPLE] Poseidonea  writer  Aloro_Zon [/TRIPLE],ordering,1645
,webnlg17_input,fictional,results/ordering/fictional_ordering.json,1657,0,3,3,1,3,4,residence,Wolf_Runan residence Galmuth,1657,nationality birthPlace residence,[TRIPLE] Wolf_Runan  residence  Burelld [/TRIPLE] [TRIPLE] Wolf_Runan  birthPlace  Galmuth [/TRIPLE] [TRIPLE] Wolf_Runan  nationality  Pronons [/TRIPLE] [TRIPLE] Wolf_Runan  residence  Galmuth [/TRIPLE],ordering,1657
,webnlg17_input,fictional,results/ordering/fictional_ordering.json,1660,0,2,2,2,2,4,mission | mission,Fenen_Donco mission Martyr's_Victory || Fenen_Donco mission Shenzhou_Eternal,1660,birthPlace occupation,[TRIPLE] Fenen_Donco  birthPlace  Huilun [/TRIPLE] [TRIPLE] Fenen_Donco  mission  Martyr's_Victory [/TRIPLE] [TRIPLE] Fenen_Donco  mission  Shenzhou_Eternal [/TRIPLE] [TRIPLE] Fenen_Donco  occupation  Squall_Commando [/TRIPLE],ordering,1660
,webnlg17_input,fictional,results/ordering/fictional_ordering.json,1661,0,4,4,1,4,5,status,Sessas_Neilo status Dilatation,1661,birthDate birthPlace nationality deathPlace,[TRIPLE] Sessas_Neilo  birthDate  June_29_1924 [/TRIPLE] [TRIPLE] Sessas_Neilo  nationality  Vlandon [/TRIPLE] [TRIPLE] Sessas_Neilo  deathPlace  Ranhant [/TRIPLE] [TRIPLE] Sessas_Neilo  birthPlace  Tercrum [/TRIPLE] [TRIPLE] Sessas_Neilo  status  Dilatation [/TRIPLE],ordering,1661
creator,webnlg17_input,fictional,results/ordering/fictional_ordering.json,1666,1,2,2,1,3,3,producer,Cifgrime producer Pain_Creek,1666,recordLabel recordLabel creator,[TRIPLE] Cifgrime  producer  Pain_Creek [/TRIPLE] [TRIPLE] Cifgrime  recordLabel  Powdered_Tunes [/TRIPLE] [TRIPLE] Cifgrime  recordLabel  Yellow_Tracks [/TRIPLE],ordering,1666
