Source,Translation
Moi International Airport is located at Hockenheimring and is 230.05 meters above sea level. It serves this city.,.مطار موي الدولي يقع في هوكنهايم رينغ وعلى ارتفاع 230.05 متر فوق مستوى سطح البحر. يخدم المطار هذه المدينة
Hard bop is a jazz genre that has influenced the development of rapping.,.الهارد بوب هو نوع من موسيقى الجاز الذي أثر على تطور موسيقى الراب
"The work ""Il Pulcino Pio"" is a production overseen by Pope Benedict XVI, with a runtime of approximately 230.05 minutes. It is categorized as both an opera and a motet.","يعد عمل ""إيل بولتشينو بيو"" إنتاجًا بإشراف البابا بنديكتوس السادس عشر، تبلغ مدته حوالي 230.05 دقيقة. ويصنف على أنه أوبرا وموتيت في نفس الوقت."
Larry Aceves is a gospel musician hailing from New Jersey. He is known for his association with the musical group or artist 02:48. Larry's musical career began as early as 1652. (Note: There seems to be an error in the provided input as the active years start year is not consistent with the given information.),لاري أسيفيس هو موسيقي غوسبل من نيوجيرسي. وهو معروف بارتباطه بالفرقة الموسيقية أو الفنان 02:48. بدأت المسيرة الموسيقية للاري في وقت مبكر من عام 1652. (ملاحظة: يبدو أن هناك خطأ في الإدخال المقدم حيث أن سنة بداية النشاط غير متسقة مع المعلومات المعطاة.)
"Narrabri Airport is located in Annalong and is operated by Bodenbearbeitungsgerätewerk Leipzig, a German company founded by Emperor Wenzong of Tang in 2001.",.مطار نارابري يقع في أننالونغ وتديره شركة بودينبياربايتونغسرت فلايبزيغ، وهي شركة ألمانية أسسها الإمبراطور وينزونغ من تانغ في عام 2001
"Harvard College is affiliated with Tatar State University of Humanities and Education, and it has 666 postgraduate students.",.كليّة هارفارد منتسبة إلى جامعة تاتار الحكومية للعلوم الإنسانية والتربية، ويبلغ عدد طلاب الدراسات العليا فيها 666
Claude Monet was born in SV Werder Bremen but was a citizen of the Ukrainian People's Republic.,ولد كلود مونيه في فيردر بريمن، لكنه كان مواطنًا من جمهورية أوكرانيا الشعبية.
"Aristotle was born on January 1, 1942, and died on June 1, 2009, in the United States.",ولد أرسطو في 1 يناير 1942، وتوفي في 1 يونيو 2009 في الولايات المتحدة.
"James K. Gibson wrote the work ""Mr. Deeds.""","كتب جيمس ك. جيبسون عمل ""السيد ديدز""."
"Giridharilal Kedia, an Israeli national, was born in California on April 15, 1986. He later passed away in Virginia and was part of the Soyuz TMA-10M mission.",.جيريداريلال كيديا، مواطن إسرائيلي، ولد في كاليفورنيا في 15 أبريل 1986. توفي في وقت لاحق في فرجينيا وكان جزءًا من بعثة سويوز TMA-10M
Phil Hill began his active years in the year 1703.,بدأ فيل هيل سنوات نشاطه في عام 1703.
"The Israeli league champion Clube de Regatas do Flamengo competes in Ekstraliga Kobiet, while Worksop Town FC, with 54.56 members, is based at Örjans Vall in Jequitinhonha, Israel. Worksop Town FC is also known as Juventus FC. Örjans Vall is the ground where they play.",.بطل الدوري الإسرائيلي نادي فلامنجو للرياضات المائية يتنافس في الدوري الممتاز للسيدات، في حين أن نادي ووركسوب تاون لكرة القدم، الذي يضم 54.56 عضواً، يقع مقره في أورجانس فال في جيكيتينونها، إسرائيل. كما يُعرف نادي ووركسوب تاون لكرة القدم باسم يوفنتوس إف سي. أورجانس فال هو المكان الذي يلعبون فيه
"Dennis Lawrence was founded on October 13, 1964, at an elevation of 41,847,600,000.0 and generates a revenue of 610.0 at outdoor sports locations.","تأسس دينيس لورانس في 13 أكتوبر 1964، على ارتفاع 41,847,600,000.0 ويولد إيرادات تبلغ 610.0 في مواقع الرياضات الخارجية."
"Jamphel Gyatso was born on January 1, 1726, in Enlong County.",ولد جامفيل غياتسو في 1 يناير 1726، في مقاطعة إنلونغ.
"Portimão Airport, operated by GE Energy, is located in Băiuț and serves Ordos International Circuit. It has a runway length of 1249.6 meters and an elevation of 98.0 meters above sea level. Its ICAO location identifier is Narromine Airport.",.مطار بورتيماو، الذي تديره شركة GE Energy، يقع في بايوت ويخدم حلبة أوردوس الدولية. يبلغ طول مدرجه 1249.6 مترًا وارتفاعه 98.0 مترًا فوق مستوى سطح البحر. ومحدد موقع منظمة الطيران المدني الدولي الخاص به هو مطار نارومين
"The television program ""Hurlevent"" was written and directed by Leonel Suárez, and Rachel Maddow starred in it.",".تم كتابة وإخراج البرنامج التلفزيوني ""هيرليفينت"" من قبل ليونيل سواريز، وشاركت في بطولته راشيل مادو"
"The Italian actor Totò was born on January 1, 1942, and discovered the shipwreck 1116 Catriona.",.ولد الممثل الإيطالي توتو في 1 يناير 1942، واكتشف حطام السفينة 1116 كاتريونا
"The film ""Vítejte v KLDR!"" stars Jimmy Bennett. The production and distribution of the film are handled by DoRo Productions and Société Générale, respectively. The budget for the film is 89.0.",".يضم فيلم ""Vítejte v KLDR!"" جيمي بينيت في دور البطولة. وتولت إنتاج الفيلم شركة DoRo Productions، في حين تولت شركة Société Générale توزيعه. وبلغت ميزانية الفيلم 89.0"
"The Chilean actor Sebastián Piñera starred in the film ""No Sé Si Es Baires o Madrid,"" which has a runtime of 3.16 hours and grossed 1604.0 units.",".شارك الممثل التشيلي سيباستيان بينيرا في فيلم ""لا أدري إن كان بايريس أو مدريد"" الذي تبلغ مدته 3.16 ساعة وحقق إيرادات بلغت 1604.0 وحدة"
The University of Cambridge is located in England.,تقع جامعة كامبريدج في إنجلترا.
"The asteroid 675 Ludmilla was discovered on December 27, 2012, and its apoapsis is 1,777,539 kilometers, while its periapsis is 3.16 kilometers.",.تم اكتشاف الكويكب 675 لودميلا في 27 ديسمبر 2012، وتبلغ نقطة الأوج الخاصة به 539ر777ر1 كيلومتر، في حين أن نقطة الحضيض الخاصة به هي 1.6 كيلومتر
"The film ""Deathdream"" was released on November 18, 1923. It was produced by Sachin Tendulkar and had music composed by Emil Rilke. Emil Rilke is known for the background ""Ruth Ribicoff"".","صدر فيلم ""ديثدريم"" في 18 نوفمبر 1923. أنتجه ساتشين تندولكار ووضع موسيقاه إميل ريلكيه. إميل ريلكيه معروف بخلفية ""رث ريبيكوف""."
Planet Punk is a movie that follows Nickelodeon Movies.,"فيلم ""كوكب البانك"" هو فيلم تابع لشركة نكلوديون للأفلام"
"Zdeněk Fiala studied at Daegu University in the United States. He later died in Leningrad, USSR, which was led by Jonathan Ogden at the time.",درس زدينيك فيالا في جامعة داغو في الولايات المتحدة. وتوفي لاحقًا في لينينغراد، الاتحاد السوفيتي، والتي كان يقودها جوناثان أجدن في ذلك الوقت.
Kurt Waldheim is a professional in the field of Mathematical Optimization.,.كورت فالدهايم هو أخصائي في مجال التحسين الرياضي
"Sega, a company with a founding date of January 1, 1934, produces air-related products.",.تأسست شركة سيجا، التي تأسست في الأول من يناير 1934، تنتج منتجات متعلقة بالهواء
